sampleId	population	group	froh_genome	n_roh_genome	het_rate_chr22	rare_burden_chr22	rare_missense_chr22	stat_pc1	stat_pc2	stat_pc3	umap1	umap2	drift_inbreeding_score	functional_burden_score	diversity_score
NA18621	CHB	East_Asian	0.002356	5	0.033987	1244	11	-0.9013	-1.3385	-0.407	14.9304	9.4736	-0.0844	-1.0134	-0.0587
NA18622	CHB	East_Asian	0.005329	12	0.032353	1295	19	-0.949	-0.5608	0.3619	11.3323	7.017	0.2758	-0.4513	-0.3322
NA18623	CHB	East_Asian	0.004916	10	0.031052	1191	16	-1.1867	-0.865	0.2695	12.6953	6.6065	0.3132	-0.6852	-0.4295
NA18624	CHB	East_Asian	0.003517	8	0.034428	1374	11	-0.9348	-1.0449	-0.491	14.108	8.1949	-0.0148	-0.9779	-0.07
NA18625	CHB	East_Asian	0.002975	7	0.031556	1233	25	-0.5226	-0.8695	0.9756	10.88	13.0376	0.1497	-0.0571	-0.3009
NA18626	CHB	East_Asian	0.003553	9	0.031203	1273	19	-0.9198	-0.894	0.4957	10.5123	8.7306	0.2351	-0.4573	-0.3571
NA18627	CHB	East_Asian	0.001749	4	0.032358	1231	18	-0.6626	-1.2957	0.3372	14.0729	11.9248	-0.0102	-0.5373	-0.1767
NA18628	CHB	East_Asian	0.00345	7	0.032667	1244	18	-0.7729	-1.0008	0.2865	13.9521	11.5035	0.0874	-0.5338	-0.223
NA18629	CHB	East_Asian	0.002322	5	0.032736	1282	14	-0.852	-1.2929	-0.0455	14.6941	10.7756	0.003	-0.7975	-0.168
NA18630	CHB	East_Asian	0.001661	4	0.034536	1280	32	0.2617	-0.8003	1.2745	9.2145	11.3636	-0.1675	0.4353	0.02
NA18631	CHB	East_Asian	0.001239	3	0.034589	1198	20	-0.3213	-1.2497	0.2993	12.1546	12.0893	-0.2061	-0.4093	0.0429
NA18632	CHB	East_Asian	0.001425	3	0.032048	1193	17	-0.7156	-1.4241	0.2972	14.3844	11.8683	-0.0197	-0.6162	-0.1901
NA18633	CHB	East_Asian	0.002018	5	0.031485	1091	18	-0.8474	-1.2825	0.4428	14.3176	11.7438	0.0811	-0.5755	-0.2657
NA18634	CHB	East_Asian	0.000363	1	0.033118	1250	16	-0.5449	-1.5829	0.1126	14.1894	11.3504	-0.1726	-0.6692	-0.0494
NA18635	CHB	East_Asian	0.001261	3	0.031508	1230	9	-1.1439	-1.6788	-0.3181	15.888	10.1968	0.0129	-1.1542	-0.2308
NA18636	CHB	East_Asian	0.000374	1	0.030297	1266	18	-0.7034	-1.6283	0.547	14.8491	12.4585	0.0275	-0.5278	-0.2996
NA18637	CHB	East_Asian	0.000633	1	0.030551	1284	16	-0.7773	-1.658	0.3531	15.1378	12.0878	0.0185	-0.6599	-0.2884
NA18638	CHB	East_Asian	0.001398	3	0.033255	1400	16	-0.5603	-1.3646	0.0589	14.3502	11.2995	-0.1061	-0.6283	-0.0821
NA18639	CHB	East_Asian	0.001672	4	0.028482	1273	18	-1.0061	-1.4389	0.7037	14.9733	12.3202	0.2617	-0.5258	-0.5166
NA18640	CHB	East_Asian	0.00135	3	0.030812	1220	11	-1.1163	-1.6442	-0.0841	15.9789	10.5526	0.0653	-1.0199	-0.2963
NA18641	CHB	East_Asian	0.00096	2	0.032531	1279	16	-0.6363	-1.5039	0.1575	14.4921	11.5518	-0.0902	-0.6612	-0.1272
NA18642	CHB	East_Asian	0.002819	6	0.03309	1276	9	-1.1168	-1.3367	-0.4975	15.4538	9.4979	0.0154	-1.1417	-0.1583
NA18643	CHB	East_Asian	0.000531	1	0.030964	1262	27	-0.1988	-1.333	1.2265	10.7342	13.1988	-0.0142	0.0878	-0.2474
NA18644	CHB	East_Asian	0.001205	3	0.031363	1264	11	-1.0417	-1.6222	-0.1452	15.8292	10.5722	0.0212	-1.0079	-0.2412
NA18645	CHB	East_Asian	0.002062	5	0.03085	1280	27	-0.3773	-1.0023	1.2116	10.6809	13.2291	0.1277	0.0927	-0.3238
NA18646	CHB	East_Asian	0.002261	5	0.031294	1215	16	-0.916	-1.3075	0.2718	14.8252	11.401	0.1031	-0.6787	-0.2931
NA18647	CHB	East_Asian	0.000859	2	0.032359	1188	9	-1.0381	-1.7392	-0.3867	15.8197	10.1759	-0.0815	-1.1657	-0.1381
NA18648	CHB	East_Asian	0.004877	9	0.033346	1259	12	-1.1047	-0.9423	-0.2907	13.6652	7.2991	0.1292	-0.9408	-0.2248
NA18740	CHB	East_Asian	0.000868	2	0.031703	1203	14	-0.8448	-1.6152	0.0869	15.3957	11.1718	-0.0347	-0.819	-0.1966
NA18745	CHB	East_Asian	0.001789	4	0.030926	1183	16	-0.9186	-1.4164	0.3193	14.8951	11.6268	0.0926	-0.6874	-0.3053
NA18747	CHB	East_Asian	0.001054	2	0.033272	1373	12	-0.7264	-1.5665	-0.2626	15.0395	10.307	-0.1394	-0.9097	-0.0657
NA18748	CHB	East_Asian	0.004877	9	0.030447	1233	21	-0.9407	-0.7967	0.7375	10.517	8.7593	0.3345	-0.3312	-0.4814
NA18749	CHB	East_Asian	0.000756	1	0.03083	1280	16	-0.7559	-1.6411	0.3266	15.1541	12.0196	0.0031	-0.661	-0.269
NA18757	CHB	East_Asian	0.000498	1	0.033714	1267	19	-0.3355	-1.4616	0.2992	12.8145	12.3033	-0.2102	-0.459	-0.0025
NA18852	UNKNOWN		0.003081	6	0.045746	4667	35	2.8514	0.6395	-0.2146	-1.8568	7.5232	-0.872	1.5643	0.9511
NA18853	YRI	African	0.001128	3	0.044961	4050	36	2.7068	0.2123	0.0798	-2.8134	8.1196	-0.9447	1.4646	0.9662
NA18854	UNKNOWN		0.005942	11	0.044953	3938	30	1.9649	0.7773	-0.4438	0.1803	7.7491	-0.6158	1.0229	0.7569
NA18855	UNKNOWN		0.003443	5	0.044565	3749	34	2.3126	0.33	-0.006	-1.9447	8.6123	-0.796	1.2455	0.8308
NA18856	YRI	African	0.001748	4	0.045642	4483	47	3.4588	0.7468	0.8345	-2.9946	4.9305	-0.9513	2.3363	0.9996
NA18857	UNKNOWN		0.004874	11	0.044462	4149	35	2.286	0.8872	-0.0202	-1.0038	6.9929	-0.618	1.4231	0.7597
NA18858	YRI	African	0.006454	13	0.046955	3942	36	2.3713	1.1799	-0.1527	-0.6203	6.6025	-0.6995	1.4351	0.9121
NA18859	UNKNOWN		0.003674	7	0.044869	4102	49	3.1675	0.9877	1.1273	-2.5988	4.7416	-0.7692	2.3695	0.8478
NA18860	UNKNOWN		0.004931	10	0.046388	3832	30	2.112	0.6903	-0.5549	0.0825	8.1332	-0.7727	0.994	0.9278
NA18861	YRI	African	0.004407	10	0.044425	3979	33	2.1542	0.7037	-0.1438	-0.6647	7.5481	-0.6518	1.2397	0.7767
NA18862	UNKNOWN		0.003948	8	0.047519	4059	52	3.5052	1.2432	1.1222	-2.5608	4.4986	-0.9273	2.5633	1.0706
NA18863	UNKNOWN		0.00355	8	0.045256	3878	34	2.3275	0.5721	-0.1108	-1.3444	7.9252	-0.7807	1.2807	0.8874
NA18864	YRI	African	0.004724	9	0.045827	3883	33	2.2706	0.6943	-0.2574	-0.84	8.004	-0.7603	1.2135	0.8871
NA18865	YRI	African	0.002445	5	0.046816	4145	30	2.5234	0.3263	-0.6257	-1.1107	9.3412	-0.9901	1.0794	1.0734
NA18867	YRI	African	0.006903	12	0.045615	3623	26	1.6317	0.7353	-0.7859	1.1222	8.8699	-0.6092	0.663	0.7739
NA18868	YRI	African	0.003445	8	0.045867	4358	40	2.8971	0.866	0.2354	-2.625	6.2355	-0.8276	1.8226	0.946
NA18869	UNKNOWN		0.003964	7	0.046948	4319	36	2.8048	0.7519	-0.1892	-1.9681	7.2832	-0.9064	1.5379	1.0193
NA18870	YRI	African	0.007576	13	0.044057	3832	30	1.7255	0.9363	-0.3511	0.3129	7.3667	-0.4553	0.994	0.6068
NA18871	YRI	African	0.003552	6	0.043797	3581	37	2.2783	0.4191	0.3431	-2.127	8.3863	-0.7177	1.4052	0.7581
NA18872	UNKNOWN		0.003805	8	0.042967	3389	36	1.9906	0.4535	0.3673	-1.0164	8.1049	-0.6097	1.2844	0.6737
NA18873	YRI	African	0.001888	4	0.044304	3970	34	2.4575	0.2166	-0.0136	-2.2328	8.7532	-0.8517	1.3057	0.8751
NA18874	YRI	African	0.004783	10	0.045517	3493	48	2.7795	1.0996	1.0809	-2.0322	5.0528	-0.7161	2.1349	0.8571
NA18875	UNKNOWN		0.002842	6	0.046292	3872	33	2.4588	0.419	-0.2813	-1.3603	8.4689	-0.919	1.2105	1.0098
NA18876	YRI	African	0.003409	8	0.04615	3946	36	2.5441	0.6706	-0.0443	-1.6544	7.2568	-0.8489	1.4362	0.9726
NA18877	YRI	African	0.005856	12	0.046668	4165	33	2.3424	1.034	-0.4088	-0.3014	7.2719	-0.7201	1.2904	0.9126
NA18878	YRI	African	0.005181	10	0.043306	3278	25	1.3241	0.3238	-0.5662	1.3558	9.2282	-0.5457	0.5004	0.6441
NA18879	YRI	African	0.002573	3	0.045235	4128	42	3.0306	0.4972	0.53	-3.3766	5.8451	-0.914	1.897	0.9278
NA18881	YRI	African	0.003671	7	0.044848	3986	35	2.4183	0.5549	-0.0051	-1.6091	7.6954	-0.7678	1.3786	0.846
NA18906	UNKNOWN		0.003492	5	0.044615	3831	34	2.3522	0.3522	-0.0265	-1.9181	8.4541	-0.7979	1.2678	0.8331
NA18907	YRI	African	0.006255	12	0.043796	3609	35	1.9178	0.8872	0.1379	-0.6325	6.7605	-0.5028	1.2758	0.6409
NA18908	YRI	African	0.00317	7	0.044744	4032	38	2.59	0.6191	0.2455	-1.9007	7.1817	-0.7778	1.5967	0.8585
NA18909	YRI	African	0.001864	3	0.044537	3901	35	2.534	0.1778	0.0642	-2.4034	8.6641	-0.8892	1.3554	0.8967
NA18910	YRI	African	0.006145	12	0.04492	3692	20	1.3167	0.5053	-1.2252	1.5976	9.6044	-0.5862	0.2707	0.7453
NA18911	UNKNOWN		0.005388	11	0.043266	3556	23	1.3036	0.3961	-0.7853	1.4014	9.3496	-0.5155	0.4392	0.6316
NA18912	YRI	African	0.002538	6	0.046104	4682	38	3.0539	0.7122	-0.0026	-2.6618	6.6515	-0.9163	1.7739	1.0063
NA18913	UNKNOWN		0.004564	10	0.045098	3730	42	2.5515	0.9471	0.5814	-1.6255	5.7673	-0.694	1.7884	0.8295
NA18914	UNKNOWN		0.002145	4	0.046699	3857	35	2.6761	0.3278	-0.1415	-2.4232	8.0383	-1.0124	1.3434	1.0761
NA18915	YRI	African	0.002099	4	0.044831	3807	32	2.3306	0.156	-0.1993	-1.6839	9.2723	-0.8816	1.1243	0.9126
NA18916	YRI	African	0.003346	7	0.045816	4069	33	2.4541	0.5326	-0.2785	-1.2912	8.2737	-0.8476	1.2642	0.9458
NA18917	YRI	African	0.002106	5	0.046592	3910	33	2.5562	0.3353	-0.3108	-1.5363	8.4547	-0.986	1.2209	1.0683
NA18923	YRI	African	0.00575	11	0.04511	3459	24	1.475	0.4957	-0.8634	1.3173	9.2248	-0.6336	0.4812	0.7792
NA18924	YRI	African	0.001974	5	0.045941	3626	24	1.9256	-0.0193	-0.9372	0.4573	10.1302	-0.9444	0.5268	1.0163
NA18925	UNKNOWN		0.004783	11	0.045921	3353	24	1.5275	0.4482	-0.9186	1.2368	9.3117	-0.7245	0.4523	0.8928
NA18930	UNKNOWN		0.004384	7	0.045404	4033	29	2.1758	0.4529	-0.5656	-0.3737	8.8048	-0.7825	0.9803	0.8644
NA18933	YRI	African	0.005811	12	0.044723	3417	32	1.7817	0.7687	-0.1617	-0.1553	7.7056	-0.5838	1.0179	0.7422
NA18934	YRI	African	0.006646	13	0.045794	3730	37	2.214	1.1306	0.0816	-0.6772	6.3876	-0.6106	1.4459	0.801
NA18935	UNKNOWN		0.007383	14	0.043121	3121	39	1.7419	1.0603	0.6136	-0.8894	6.3771	-0.3755	1.4169	0.5323
NA18939	JPT	East_Asian	0.010343	23	0.033041	1349	14	-1.6117	0.2888	-0.1917	9.7218	3.5854	0.6229	-0.7792	-0.4885
NA18940	JPT	East_Asian	0.004795	11	0.031143	1416	17	-1.0612	-0.7309	0.2967	11.9686	6.6823	0.3228	-0.5554	-0.4162
NA18941	JPT	East_Asian	0.010405	23	0.031212	1358	13	-1.8307	0.1955	-0.0997	9.8594	3.5715	0.7546	-0.8453	-0.6531
NA18942	JPT	East_Asian	0.010449	22	0.030974	1347	14	-1.7744	0.155	0.0123	9.8577	3.7905	0.7528	-0.7797	-0.6761
NA18943	JPT	East_Asian	0.006592	15	0.031793	1310	11	-1.5273	-0.5565	-0.2649	12.5945	5.0164	0.4197	-0.9954	-0.4365
NA18944	JPT	East_Asian	0.01466	29	0.030331	1290	18	-2.0052	0.9027	0.3719	8.2902	3.8432	1.0856	-0.5212	-0.9154
NA18945	JPT	East_Asian	0.007874	19	0.033275	1332	29	-0.6531	0.3448	1.0532	7.503	7.217	0.44	0.2439	-0.3608
NA18946	JPT	East_Asian	0.010501	19	0.031021	1304	34	-0.6914	0.5499	1.6813	7.4954	7.4842	0.6907	0.5789	-0.6742
NA18947	JPT	East_Asian	0.005644	13	0.031128	1203	17	-1.2463	-0.6064	0.327	11.8989	6.2435	0.3936	-0.6134	-0.4543
NA18948	JPT	East_Asian	0.006785	14	0.031121	1241	9	-1.6901	-0.7045	-0.3483	12.8552	4.8266	0.4538	-1.1512	-0.5043
NA18949	JPT	East_Asian	0.008637	18	0.031843	1375	20	-1.1997	0.0211	0.442	9.1154	5.8249	0.5477	-0.361	-0.5207
NA18950	JPT	East_Asian	0.011152	17	0.033353	1464	21	-0.9945	0.2112	0.3588	8.7868	6.3466	0.5077	-0.2682	-0.4959
NA18951	JPT	East_Asian	0.009944	20	0.034036	1357	9	-1.6496	-0.022	-0.6878	10.9671	3.7022	0.478	-1.1196	-0.3831
NA18952	JPT	East_Asian	0.005316	12	0.030794	1365	14	-1.3128	-0.7514	0.0862	12.5354	6.0214	0.3858	-0.7748	-0.4697
NA18953	JPT	East_Asian	0.008262	18	0.030043	1339	22	-1.2761	-0.0187	0.7889	9.0286	5.9407	0.6622	-0.2338	-0.6638
NA18954	JPT	East_Asian	0.008501	20	0.029566	1323	14	-1.801	-0.1377	0.1676	10.4743	4.4751	0.7447	-0.7863	-0.7164
NA18956	JPT	East_Asian	0.010374	22	0.030876	1251	15	-1.7744	0.1555	0.1228	9.8039	3.8239	0.7571	-0.7374	-0.6815
NA18957	JPT	East_Asian	0.011709	22	0.031075	1381	19	-1.5315	0.3842	0.4054	8.8689	4.9342	0.7893	-0.4279	-0.7217
NA18959	JPT	East_Asian	0.005738	14	0.031293	1280	8	-1.6814	-0.7792	-0.4517	12.95	4.8419	0.4054	-1.2091	-0.4438
NA18960	JPT	East_Asian	0.005044	11	0.03273	1301	11	-1.2672	-0.8549	-0.3312	13.269	6.0174	0.219	-0.9978	-0.2865
NA18961	JPT	East_Asian	0.011818	25	0.030428	1345	26	-1.3669	0.7437	1.0393	7.776	5.5012	0.8995	0.0419	-0.7837
NA18962	JPT	East_Asian	0.00406	9	0.030938	1235	16	-1.1228	-0.9701	0.2792	12.8588	6.7404	0.2715	-0.6732	-0.4026
NA18963	JPT	East_Asian	0.007505	17	0.030536	1345	17	-1.4229	-0.2484	0.3339	10.3073	5.3495	0.5809	-0.5747	-0.5874
NA18964	JPT	East_Asian	0.007867	12	0.030612	1488	28	-0.6407	-0.1779	1.2293	7.8889	8.2312	0.4871	0.2179	-0.5964
NA18965	JPT	East_Asian	0.006072	14	0.032969	1366	21	-0.8478	-0.2998	0.4431	10.2866	7.4779	0.2983	-0.2949	-0.3099
NA18966	JPT	East_Asian	0.003665	9	0.031799	1370	22	-0.6747	-0.7569	0.6674	10.1853	8.8309	0.1968	-0.2253	-0.3092
NA18967	JPT	East_Asian	0.010074	20	0.031328	1393	12	-1.7419	-0.0229	-0.1857	10.6266	4.0273	0.6744	-0.9042	-0.6285
NA18968	JPT	East_Asian	0.004714	10	0.034931	1390	11	-0.9787	-0.8318	-0.5552	13.6254	7.7462	0.0314	-0.9736	-0.0773
NA18969	JPT	East_Asian	0.010304	19	0.031685	1391	20	-1.2821	0.1754	0.4447	9.0892	5.563	0.6368	-0.3566	-0.6068
NA18970	JPT	East_Asian	0.007344	16	0.03114	1239	9	-1.7721	-0.5506	-0.3603	12.4971	4.6514	0.5123	-1.1518	-0.5269
NA18971	JPT	East_Asian	0.011275	25	0.032184	1306	21	-1.4548	0.6257	0.4657	8.1577	4.8553	0.7563	-0.3113	-0.6047
NA18972	JPT	East_Asian	0.013269	24	0.031921	1388	22	-1.4067	0.7167	0.5566	8.0461	4.8828	0.8238	-0.2204	-0.7144
NA18973	JPT	East_Asian	0.006588	15	0.030044	1326	14	-1.5351	-0.5328	0.1488	11.8551	5.4752	0.5435	-0.7855	-0.5912
NA18974	JPT	East_Asian	0.013424	26	0.031475	1312	22	-1.5553	0.8138	0.6048	8.0577	4.7761	0.9012	-0.2411	-0.7606
NA18975	JPT	East_Asian	0.009823	20	0.032735	1393	13	-1.554	0.0453	-0.2383	10.5924	4.0978	0.5659	-0.8357	-0.493
NA18976	JPT	East_Asian	0.007195	15	0.030603	1267	24	-1.026	-0.1983	0.9303	8.3883	7.0025	0.525	-0.1164	-0.568
NA18977	JPT	East_Asian	0.011269	23	0.031679	1343	11	-1.9136	0.2018	-0.3097	10.1092	3.2546	0.7515	-0.9864	-0.6492
NA18978	JPT	East_Asian	0.006993	14	0.032906	1423	25	-0.6517	-0.1205	0.766	8.3116	8.1503	0.3346	-0.0053	-0.3553
NA18979	JPT	East_Asian	0.009991	19	0.030808	1466	18	-1.4234	0.0818	0.3509	9.415	5.1643	0.6881	-0.4732	-0.671
NA18980	JPT	East_Asian	0.010921	19	0.031885	1322	22	-1.2091	0.2621	0.6018	8.7018	5.9821	0.644	-0.2384	-0.6159
NA18981	JPT	East_Asian	0.0096	19	0.032566	1337	17	-1.3556	0.0696	0.1243	9.7255	5.0893	0.5501	-0.5769	-0.4984
NA18982	JPT	East_Asian	0.009031	19	0.032706	1341	27	-0.8298	0.3337	0.9377	7.6029	6.9751	0.5204	0.1094	-0.4613
NA18983	JPT	East_Asian	0.00849	19	0.029294	1335	14	-1.7862	-0.2069	0.1961	10.5577	4.4841	0.7434	-0.783	-0.74
NA18984	JPT	East_Asian	0.050055	37	0.027484	1264	15	-3.5589	3.2309	0.2613	5.2104	3.5581	2.6753	-0.7339	-2.7005
NA18985	JPT	East_Asian	0.012278	24	0.032707	1445	16	-1.5824	0.5271	-0.0227	8.9139	3.937	0.7338	-0.616	-0.6018
NA18986	JPT	East_Asian	0.009496	21	0.03378	1344	11	-1.6039	0.0584	-0.4985	10.6117	3.5373	0.5008	-0.9861	-0.3864
NA18987	JPT	East_Asian	0.058416	42	0.031726	1201	15	-3.5625	4.1655	-0.1838	4.5132	3.4601	2.7654	-0.751	-2.687
NA18988	JPT	East_Asian	0.008428	19	0.0296	1379	15	-1.6868	-0.1603	0.2409	10.431	4.6817	0.7195	-0.7025	-0.7102
NA18989	JPT	East_Asian	0.011631	23	0.030843	1279	20	-1.5814	0.4389	0.5255	8.5953	4.8357	0.8233	-0.3872	-0.7389
NA18990	JPT	East_Asian	0.006718	16	0.034528	1327	14	-1.1516	-0.2934	-0.2892	11.273	5.3647	0.2506	-0.7852	-0.1998
NA18991	JPT	East_Asian	0.007906	17	0.031855	1303	12	-1.5758	-0.3293	-0.1997	11.3684	4.4996	0.5013	-0.9288	-0.4879
NA18992	JPT	East_Asian	0.063115	43	0.033421	1367	24	-3.0301	4.8592	0.346	4.0735	3.3853	2.8284	-0.0891	-2.7405
NA18993	JPT	East_Asian	0.006423	14	0.030002	1376	24	-0.9811	-0.3033	0.9744	8.5344	7.0537	0.5206	-0.0867	-0.5878
NA18994	JPT	East_Asian	0.010252	17	0.033517	1185	14	-1.4285	-0.0974	-0.1798	10.7957	5.0377	0.4648	-0.8239	-0.4424
NA18995	JPT	East_Asian	0.010351	21	0.030604	1374	17	-1.611	0.1675	0.2955	9.218	4.8955	0.7554	-0.5668	-0.7046
NA18997	JPT	East_Asian	0.011133	23	0.031952	1226	27	-1.1406	0.6446	1.0082	7.6474	6.0579	0.7274	0.078	-0.6191
NA18998	JPT	East_Asian	0.005485	11	0.029855	1382	16	-1.2633	-0.7764	0.3427	12.2357	6.4594	0.4379	-0.6332	-0.5601
NA18999	JPT	East_Asian	0.00821	18	0.030016	1301	12	-1.7913	-0.3216	-0.0272	10.692	4.3122	0.6623	-0.9293	-0.6639
NA19000	JPT	East_Asian	0.007513	16	0.032595	1473	19	-1.0392	-0.1448	0.2805	10.6802	6.2598	0.4151	-0.4028	-0.4054
NA19001	JPT	East_Asian	0.008085	16	0.032824	1316	18	-1.1503	-0.1655	0.2038	10.6959	6.0233	0.4187	-0.5141	-0.4099
NA19002	JPT	East_Asian	0.008699	20	0.028841	1158	10	-2.1454	-0.3053	-0.0622	10.5865	3.9304	0.8029	-1.1053	-0.7892
NA19003	JPT	East_Asian	0.008302	18	0.030795	1269	13	-1.6848	-0.2643	-0.014	10.7554	4.4066	0.6103	-0.8695	-0.599
NA19004	JPT	East_Asian	0.006228	14	0.032731	1347	12	-1.3298	-0.5655	-0.2743	12.6442	5.215	0.3205	-0.9168	-0.3377
NA19005	JPT	East_Asian	0.005319	12	0.029846	1340	18	-1.214	-0.6765	0.5129	11.8264	6.8107	0.453	-0.5076	-0.5538
NA19006	JPT	East_Asian	0.005722	11	0.031872	1459	11	-1.2944	-0.8148	-0.2803	13.215	6.0596	0.3032	-0.9548	-0.3918
NA19007	JPT	East_Asian	0.003769	9	0.031907	1306	20	-0.7947	-0.8186	0.5035	10.3528	8.8079	0.1927	-0.3798	-0.3042
NA19009	JPT	East_Asian	0.005933	11	0.033166	1361	21	-0.7238	-0.4834	0.4387	10.2012	8.1625	0.2189	-0.2963	-0.2864
NA19010	JPT	East_Asian	0.00316	7	0.031197	1274	17	-0.9405	-1.0963	0.341	14.3905	11.5649	0.1815	-0.5941	-0.3406
NA19011	JPT	East_Asian	0.004136	9	0.031502	1288	21	-0.7997	-0.7876	0.6276	10.3834	8.8027	0.2341	-0.3162	-0.3559
NA19012	JPT	East_Asian	0.021682	30	0.032501	1401	19	-1.9058	1.5043	0.1983	7.2884	3.4201	1.1954	-0.4224	-1.0274
NA19017	LWK	African	0.004306	9	0.047728	4598	35	2.8735	0.9532	-0.4099	-1.7606	7.1581	-0.9094	1.5455	1.0735
NA19019	LWK	African	0.0117	20	0.044294	4407	37	2.007	1.9344	0.0519	-0.2955	6.2288	-0.1878	1.6304	0.4492
NA19020	LWK	African	0.006196	13	0.046807	4202	41	2.7267	1.3601	0.2262	-1.2026	5.8905	-0.698	1.8486	0.9102
NA19023	LWK	African	0.0063	12	0.044667	4775	34	2.4624	1.1424	-0.2499	-0.93	7.1763	-0.563	1.5252	0.7162
NA19024	LWK	African	0.004771	10	0.046897	4320	32	2.478	0.8626	-0.5307	-0.3415	7.5014	-0.8143	1.2641	0.9798
NA19025	LWK	African	0.010681	14	0.04629	4615	45	2.9168	1.8643	0.5104	-1.0277	5.571	-0.4857	2.2353	0.6701
NA19026	LWK	African	0.008177	15	0.045688	4348	43	2.6684	1.6425	0.4569	-1.053	5.6747	-0.5097	2.0254	0.7253
NA19027	LWK	African	0.009019	11	0.045291	4395	31	2.174	1.0943	-0.4897	0.1556	7.2272	-0.5331	1.2161	0.6536
NA19028	LWK	African	0.00165	3	0.045749	4654	50	3.7304	0.8082	1.0444	-2.8161	4.5929	-0.9824	2.5885	1.0133
NA19030	LWK	African	0.004698	9	0.047478	4621	42	3.1989	1.1747	0.1869	-2.4543	6.087	-0.8781	2.0314	1.0344
NA19031	LWK	African	0.009982	10	0.047494	4849	27	2.3936	1.1537	-1.1174	0.1262	7.5845	-0.676	1.0658	0.807
NA19035	LWK	African	0.006454	10	0.045805	4296	32	2.3246	0.9131	-0.4258	-0.2616	7.379	-0.6786	1.2576	0.8102
NA19036	LWK	African	0.004136	8	0.04489	4452	51	3.3772	1.2085	1.2184	-2.4935	4.5139	-0.7345	2.6019	0.8296
NA19037	LWK	African	0.005563	11	0.044626	4344	48	3.0173	1.3528	0.9989	-2.1153	4.8291	-0.6058	2.3669	0.7444
NA19038	LWK	African	0.010719	17	0.044564	4784	33	2.1273	1.67	-0.3597	0.0	6.7945	-0.3015	1.4591	0.5156
NA19041	LWK	African	0.004365	8	0.046353	4541	34	2.7029	0.8023	-0.3447	-1.3691	7.3859	-0.8302	1.4614	0.9492
NA19042	LWK	African	0.002867	6	0.044107	4473	39	2.8162	0.6396	0.3115	-2.5158	6.8641	-0.7634	1.7855	0.8152
NA19043	LWK	African	0.003018	6	0.045658	4755	34	2.8337	0.6222	-0.3052	-1.7626	7.4548	-0.868	1.5198	0.946
NA19054	JPT	East_Asian	0.002545	6	0.03108	1314	21	-0.6854	-1.0721	0.6814	13.8258	12.7049	0.1483	-0.3091	-0.3243
NA19055	JPT	East_Asian	0.002215	5	0.032733	1655	17	-0.5363	-1.1325	0.1323	13.5547	11.7981	-0.0004	-0.4902	-0.1637
NA19056	JPT	East_Asian	0.002989	7	0.031761	1303	12	-1.1193	-1.2238	-0.1314	15.6527	9.7196	0.1357	-0.9288	-0.2833
NA19057	JPT	East_Asian	0.003838	9	0.033689	1317	8	-1.2209	-1.0932	-0.6621	14.0701	8.0357	0.0689	-1.199	-0.1493
NA19058	JPT	East_Asian	0.003628	7	0.031987	1277	16	-0.9259	-1.0676	0.1802	14.4056	11.2762	0.1418	-0.6618	-0.291
NA19059	JPT	East_Asian	0.003223	7	0.031115	1292	18	-0.892	-1.0629	0.4279	14.2655	11.7038	0.1895	-0.5207	-0.3506
NA19060	JPT	East_Asian	0.002202	5	0.03249	1419	10	-1.0108	-1.3963	-0.3778	15.5119	9.7978	0.0163	-1.0342	-0.1847
NA19062	JPT	East_Asian	0.00203	4	0.033134	1331	10	-0.9503	-1.4611	-0.4183	15.4969	9.7625	-0.0554	-1.0582	-0.1202
NA19063	JPT	East_Asian	0.00359	8	0.029647	1287	22	-0.8767	-0.9217	0.8955	10.5696	8.9156	0.3264	-0.248	-0.4965
NA19064	JPT	East_Asian	0.002134	5	0.031432	1356	27	-0.2909	-0.9597	1.1408	10.5769	13.1574	0.0889	0.1134	-0.2754
NA19065	JPT	East_Asian	0.001782	4	0.032248	1305	15	-0.7903	-1.3694	0.0859	14.7627	11.1239	-0.0013	-0.7227	-0.1879
NA19066	JPT	East_Asian	0.000752	2	0.030585	1421	19	-0.6023	-1.4727	0.567	14.5649	12.702	0.0405	-0.417	-0.2906
NA19067	JPT	East_Asian	0.001475	3	0.031399	1260	21	-0.5494	-1.3154	0.6774	13.7898	12.9196	0.028	-0.3238	-0.2498
NA19068	JPT	East_Asian	0.0004	1	0.03136	1308	24	-0.2874	-1.4029	0.932	11.7723	13.2252	-0.0468	-0.1052	-0.2067
NA19070	JPT	East_Asian	0.002997	5	0.031951	1255	16	-0.8543	-1.2315	0.1986	14.7744	11.3018	0.0821	-0.6678	-0.2668
NA19072	JPT	East_Asian	0.0013	3	0.029375	1657	28	-0.2123	-1.1145	1.3765	10.5606	13.252	0.1654	0.264	-0.4215
NA19074	JPT	East_Asian	0.000877	2	0.03233	1283	8	-1.0492	-1.7481	-0.4845	15.8028	10.1267	-0.0788	-1.2083	-0.1414
NA19075	JPT	East_Asian	0.001535	3	0.032056	1429	13	-0.8125	-1.4834	-0.079	15.4102	10.8969	-0.0164	-0.8259	-0.1942
NA19076	JPT	East_Asian	0.00284	6	0.029116	1221	8	-1.5642	-1.5277	-0.1862	16.2727	10.041	0.2976	-1.2252	-0.511
