sampleId	population	group	froh_genome	rare_missense_chr22	constrained_burden	divergent_burden	constrained_div_ratio	froh_quartile
NA12842	CEU	European	0.000855	19.0	1.0	0.0	1.0	1
NA12843	CEU	European	0.002164	13.0	0.0	0.0	0.0	1
NA12864	UNKNOWN	Other	0.004877	18.0	0.0	0.0	0.0	2
NA12865	UNKNOWN	Other	0.000372	6.0	0.0	0.0	0.0	1
NA12872	CEU	European	0.000367	17.0	0.0	0.0	0.0	1
NA12873	CEU	European	0.004877	22.0	0.0	0.0	0.0	2
NA12874	CEU	European	0.004877	21.0	0.0	2.0	0.0	2
NA12875	UNKNOWN	Other	0.004877	19.0	0.0	0.0	0.0	2
NA12877	UNKNOWN	Other	0.00139	10.0	0.0	0.0	0.0	1
NA12878	CEU	European	0.00228	21.0	0.0	3.0	0.0	1
NA12889	CEU	European	0.000904	9.0	0.0	0.0	0.0	1
NA12890	CEU	European	0.001255	26.0	0.0	0.0	0.0	1
NA12891	UNKNOWN	Other	0.001706	16.0	0.0	2.0	0.0	1
NA12892	UNKNOWN	Other	0.00043	22.0	0.0	2.0	0.0	1
NA18484	UNKNOWN	Other	0.002477	31.0	1.0	2.0	0.3333	2
NA18485	UNKNOWN	Other	0.005104	27.0	2.0	4.0	0.4	3
NA18486	YRI	African	0.004879	31.0	1.0	2.0	0.3333	3
NA18487	UNKNOWN	Other	0.000766	40.0	2.0	4.0	0.4	1
NA18488	YRI	African	0.004193	39.0	0.0	0.0	0.0	2
NA18489	YRI	African	0.003659	29.0	0.0	4.0	0.0	2
NA18497	UNKNOWN	Other	0.004154	22.0	0.0	1.0	0.0	2
NA18498	YRI	African	0.003551	28.0	0.0	3.0	0.0	2
NA18499	YRI	African	0.003578	31.0	1.0	1.0	0.5	2
NA18500	UNKNOWN	Other	0.004342	34.0	1.0	1.0	0.5	2
NA18501	YRI	African	0.007412	39.0	1.0	3.0	0.25	3
NA18502	YRI	African	0.007863	33.0	0.0	4.0	0.0	3
NA18503	UNKNOWN	Other	0.008227	27.0	1.0	3.0	0.25	3
NA18504	YRI	African	0.005398	19.0	0.0	1.0	0.0	3
NA18505	YRI	African	0.003789	34.0	1.0	3.0	0.25	2
NA18506	UNKNOWN	Other	0.008907	18.0	0.0	1.0	0.0	4
NA18507	YRI	African	0.003456	24.0	1.0	1.0	0.5	2
NA18508	YRI	African	0.001851	32.0	0.0	1.0	0.0	1
NA18510	YRI	African	0.004454	31.0	1.0	1.0	0.5	2
NA18511	YRI	African	0.003642	34.0	0.0	2.0	0.0	2
NA18515	UNKNOWN	Other	0.00359	27.0	0.0	0.0	0.0	2
NA18516	YRI	African	0.003837	31.0	0.0	1.0	0.0	2
NA18517	YRI	African	0.002417	34.0	1.0	1.0	0.5	2
NA18518	UNKNOWN	Other	0.003311	28.0	0.0	2.0	0.0	2
NA18519	YRI	African	0.003419	47.0	1.0	3.0	0.25	2
NA18520	YRI	African	0.001238	27.0	0.0	1.0	0.0	1
NA18521	UNKNOWN	Other	0.003708	50.0	1.0	3.0	0.25	2
NA18522	YRI	African	0.001171	47.0	2.0	1.0	1.0	1
NA18523	YRI	African	0.004095	53.0	1.0	2.0	0.3333	2
NA18525	CHB	East_Asian	0.006685	22.0	0.0	1.0	0.0	3
NA18526	CHB	East_Asian	0.006523	32.0	0.0	4.0	0.0	3
NA18528	CHB	East_Asian	0.010537	22.0	0.0	2.0	0.0	4
NA18530	CHB	East_Asian	0.008028	18.0	2.0	0.0	2.0	3
NA18531	CHB	East_Asian	0.006173	18.0	0.0	1.0	0.0	3
NA18532	CHB	East_Asian	0.006618	16.0	0.0	0.0	0.0	3
NA18533	CHB	East_Asian	0.008713	25.0	0.0	2.0	0.0	4
NA18534	CHB	East_Asian	0.008313	20.0	0.0	2.0	0.0	3
NA18535	CHB	East_Asian	0.005386	14.0	0.0	0.0	0.0	3
NA18536	CHB	East_Asian	0.011411	31.0	0.0	0.0	0.0	4
NA18537	CHB	East_Asian	0.006467	15.0	0.0	3.0	0.0	3
NA18538	CHB	East_Asian	0.008573	14.0	0.0	0.0	0.0	3
NA18539	CHB	East_Asian	0.011033	16.0	1.0	2.0	0.3333	4
NA18541	CHB	East_Asian	0.008292	19.0	0.0	1.0	0.0	3
NA18542	CHB	East_Asian	0.008316	15.0	0.0	1.0	0.0	3
NA18543	CHB	East_Asian	0.006352	15.0	0.0	0.0	0.0	3
NA18544	CHB	East_Asian	0.007682	26.0	0.0	2.0	0.0	3
NA18545	CHB	East_Asian	0.005762	13.0	0.0	0.0	0.0	3
NA18546	CHB	East_Asian	0.005086	21.0	0.0	2.0	0.0	3
NA18547	CHB	East_Asian	0.009745	19.0	0.0	1.0	0.0	4
NA18548	CHB	East_Asian	0.00971	26.0	0.0	3.0	0.0	4
NA18549	CHB	East_Asian	0.005445	16.0	0.0	3.0	0.0	3
NA18550	CHB	East_Asian	0.006914	15.0	0.0	1.0	0.0	3
NA18552	CHB	East_Asian	0.005866	11.0	0.0	1.0	0.0	3
NA18553	CHB	East_Asian	0.005668	13.0	0.0	1.0	0.0	3
NA18555	CHB	East_Asian	0.007776	16.0	1.0	1.0	0.5	3
NA18557	CHB	East_Asian	0.020697	24.0	0.0	1.0	0.0	4
NA18558	CHB	East_Asian	0.004984	16.0	0.0	0.0	0.0	3
NA18559	CHB	East_Asian	0.00697	17.0	0.0	1.0	0.0	3
NA18560	CHB	East_Asian	0.00555	25.0	0.0	0.0	0.0	3
NA18561	CHB	East_Asian	0.005395	18.0	1.0	0.0	1.0	3
NA18562	CHB	East_Asian	0.005373	14.0	0.0	0.0	0.0	3
NA18563	CHB	East_Asian	0.003747	21.0	0.0	0.0	0.0	2
NA18564	CHB	East_Asian	0.002842	14.0	1.0	3.0	0.25	2
NA18565	CHB	East_Asian	0.010821	24.0	0.0	1.0	0.0	4
NA18566	CHB	East_Asian	0.006889	17.0	1.0	1.0	0.5	3
NA18567	CHB	East_Asian	0.012743	16.0	1.0	0.0	1.0	4
NA18570	CHB	East_Asian	0.00467	21.0	0.0	0.0	0.0	2
NA18571	CHB	East_Asian	0.007972	13.0	0.0	1.0	0.0	3
NA18572	CHB	East_Asian	0.005085	20.0	0.0	1.0	0.0	3
NA18573	CHB	East_Asian	0.006693	8.0	0.0	0.0	0.0	3
NA18574	CHB	East_Asian	0.007907	18.0	0.0	0.0	0.0	3
NA18577	CHB	East_Asian	0.006463	12.0	1.0	0.0	1.0	3
NA18579	CHB	East_Asian	0.005803	12.0	0.0	1.0	0.0	3
NA18582	CHB	East_Asian	0.006948	20.0	0.0	2.0	0.0	3
NA18591	CHB	East_Asian	0.011074	14.0	0.0	0.0	0.0	4
NA18592	CHB	East_Asian	0.006487	27.0	0.0	3.0	0.0	3
NA18593	CHB	East_Asian	0.0075	11.0	0.0	1.0	0.0	3
NA18595	CHB	East_Asian	0.011107	9.0	1.0	1.0	0.5	4
NA18596	CHB	East_Asian	0.009336	32.0	0.0	3.0	0.0	4
NA18597	CHB	East_Asian	0.00535	20.0	0.0	3.0	0.0	3
NA18599	CHB	East_Asian	0.00356	13.0	0.0	1.0	0.0	2
NA18602	CHB	East_Asian	0.007971	15.0	0.0	2.0	0.0	3
NA18603	CHB	East_Asian	0.007195	13.0	0.0	1.0	0.0	3
NA18605	CHB	East_Asian	0.007899	12.0	0.0	0.0	0.0	3
NA18606	CHB	East_Asian	0.046501	14.0	0.0	0.0	0.0	4
NA18608	CHB	East_Asian	0.007502	22.0	0.0	3.0	0.0	3
NA18609	CHB	East_Asian	0.008602	18.0	0.0	1.0	0.0	3
NA18610	CHB	East_Asian	0.006215	15.0	0.0	0.0	0.0	3
NA18611	CHB	East_Asian	0.003121	16.0	0.0	0.0	0.0	2
NA18612	CHB	East_Asian	0.012163	14.0	0.0	3.0	0.0	4
NA18613	CHB	East_Asian	0.00475	23.0	0.0	0.0	0.0	2
NA18614	CHB	East_Asian	0.004469	13.0	0.0	1.0	0.0	2
NA18615	CHB	East_Asian	0.003195	17.0	0.0	2.0	0.0	2
NA18616	CHB	East_Asian	0.005188	14.0	0.0	1.0	0.0	3
NA18617	CHB	East_Asian	0.005964	13.0	0.0	4.0	0.0	3
NA18618	CHB	East_Asian	0.004804	19.0	0.0	3.0	0.0	2
NA18619	CHB	East_Asian	0.004731	17.0	0.0	3.0	0.0	2
NA18620	CHB	East_Asian	0.00335	13.0	0.0	0.0	0.0	2
NA18621	CHB	East_Asian	0.002356	11.0	0.0	0.0	0.0	1
NA18622	CHB	East_Asian	0.005329	19.0	0.0	2.0	0.0	3
NA18623	CHB	East_Asian	0.004916	16.0	0.0	2.0	0.0	3
NA18624	CHB	East_Asian	0.003517	11.0	1.0	1.0	0.5	2
NA18625	CHB	East_Asian	0.002975	25.0	1.0	2.0	0.3333	2
NA18626	CHB	East_Asian	0.003553	19.0	0.0	2.0	0.0	2
NA18627	CHB	East_Asian	0.001749	18.0	0.0	3.0	0.0	1
NA18628	CHB	East_Asian	0.00345	18.0	0.0	3.0	0.0	2
NA18629	CHB	East_Asian	0.002322	14.0	0.0	3.0	0.0	1
NA18630	CHB	East_Asian	0.001661	32.0	1.0	10.0	0.0909	1
NA18631	CHB	East_Asian	0.001239	20.0	0.0	0.0	0.0	1
NA18632	CHB	East_Asian	0.001425	17.0	0.0	0.0	0.0	1
NA18633	CHB	East_Asian	0.002018	18.0	0.0	1.0	0.0	1
NA18634	CHB	East_Asian	0.000363	16.0	0.0	1.0	0.0	1
NA18635	CHB	East_Asian	0.001261	9.0	0.0	0.0	0.0	1
NA18636	CHB	East_Asian	0.000374	18.0	0.0	0.0	0.0	1
NA18637	CHB	East_Asian	0.000633	16.0	0.0	1.0	0.0	1
NA18638	CHB	East_Asian	0.001398	16.0	0.0	0.0	0.0	1
NA18639	CHB	East_Asian	0.001672	18.0	0.0	1.0	0.0	1
NA18640	CHB	East_Asian	0.00135	11.0	0.0	2.0	0.0	1
NA18641	CHB	East_Asian	0.00096	16.0	0.0	0.0	0.0	1
NA18642	CHB	East_Asian	0.002819	9.0	0.0	0.0	0.0	2
NA18643	CHB	East_Asian	0.000531	27.0	0.0	2.0	0.0	1
NA18644	CHB	East_Asian	0.001205	11.0	0.0	2.0	0.0	1
NA18645	CHB	East_Asian	0.002062	27.0	1.0	0.0	1.0	1
NA18646	CHB	East_Asian	0.002261	16.0	0.0	1.0	0.0	1
NA18647	CHB	East_Asian	0.000859	9.0	0.0	1.0	0.0	1
NA18648	CHB	East_Asian	0.004877	12.0	0.0	1.0	0.0	2
NA18740	CHB	East_Asian	0.000868	14.0	0.0	1.0	0.0	1
NA18745	CHB	East_Asian	0.001789	16.0	0.0	1.0	0.0	1
NA18747	CHB	East_Asian	0.001054	12.0	0.0	0.0	0.0	1
NA18748	CHB	East_Asian	0.004877	21.0	0.0	0.0	0.0	2
NA18749	CHB	East_Asian	0.000756	16.0	0.0	0.0	0.0	1
NA18757	CHB	East_Asian	0.000498	19.0	0.0	0.0	0.0	1
NA18852	UNKNOWN	Other	0.003081	35.0	1.0	3.0	0.25	2
NA18853	YRI	African	0.001128	36.0	0.0	1.0	0.0	1
NA18854	UNKNOWN	Other	0.005942	30.0	0.0	2.0	0.0	3
NA18855	UNKNOWN	Other	0.003443	34.0	0.0	3.0	0.0	2
NA18856	YRI	African	0.001748	47.0	0.0	1.0	0.0	1
NA18857	UNKNOWN	Other	0.004874	35.0	0.0	3.0	0.0	2
NA18858	YRI	African	0.006454	36.0	1.0	1.0	0.5	3
NA18859	UNKNOWN	Other	0.003674	49.0	0.0	3.0	0.0	2
NA18860	UNKNOWN	Other	0.004931	30.0	0.0	4.0	0.0	3
NA18861	YRI	African	0.004407	33.0	0.0	3.0	0.0	2
NA18862	UNKNOWN	Other	0.003948	52.0	1.0	3.0	0.25	2
NA18863	UNKNOWN	Other	0.00355	34.0	0.0	1.0	0.0	2
NA18864	YRI	African	0.004724	33.0	1.0	3.0	0.25	2
NA18865	YRI	African	0.002445	30.0	1.0	1.0	0.5	2
NA18867	YRI	African	0.006903	26.0	0.0	2.0	0.0	3
NA18868	YRI	African	0.003445	40.0	0.0	3.0	0.0	2
NA18869	UNKNOWN	Other	0.003964	36.0	0.0	4.0	0.0	2
NA18870	YRI	African	0.007576	30.0	1.0	2.0	0.3333	3
NA18871	YRI	African	0.003552	37.0	0.0	4.0	0.0	2
NA18872	UNKNOWN	Other	0.003805	36.0	1.0	1.0	0.5	2
NA18873	YRI	African	0.001888	34.0	0.0	2.0	0.0	1
NA18874	YRI	African	0.004783	48.0	1.0	3.0	0.25	2
NA18875	UNKNOWN	Other	0.002842	33.0	0.0	3.0	0.0	2
NA18876	YRI	African	0.003409	36.0	1.0	4.0	0.2	2
NA18877	YRI	African	0.005856	33.0	1.0	0.0	1.0	3
NA18878	YRI	African	0.005181	25.0	0.0	0.0	0.0	3
NA18879	YRI	African	0.002573	42.0	1.0	0.0	1.0	2
NA18881	YRI	African	0.003671	35.0	1.0	2.0	0.3333	2
NA18906	UNKNOWN	Other	0.003492	34.0	0.0	1.0	0.0	2
NA18907	YRI	African	0.006255	35.0	0.0	1.0	0.0	3
NA18908	YRI	African	0.00317	38.0	2.0	6.0	0.2857	2
NA18909	YRI	African	0.001864	35.0	1.0	1.0	0.5	1
NA18910	YRI	African	0.006145	20.0	1.0	3.0	0.25	3
NA18911	UNKNOWN	Other	0.005388	23.0	2.0	3.0	0.5	3
NA18912	YRI	African	0.002538	38.0	1.0	0.0	1.0	2
NA18913	UNKNOWN	Other	0.004564	42.0	0.0	1.0	0.0	2
NA18914	UNKNOWN	Other	0.002145	35.0	0.0	1.0	0.0	1
NA18915	YRI	African	0.002099	32.0	3.0	2.0	1.0	1
NA18916	YRI	African	0.003346	33.0	0.0	2.0	0.0	2
NA18917	YRI	African	0.002106	33.0	0.0	0.0	0.0	1
NA18923	YRI	African	0.00575	24.0	2.0	1.0	1.0	3
NA18924	YRI	African	0.001974	24.0	0.0	1.0	0.0	1
NA18925	UNKNOWN	Other	0.004783	24.0	1.0	1.0	0.5	2
NA18930	UNKNOWN	Other	0.004384	29.0	0.0	1.0	0.0	2
NA18933	YRI	African	0.005811	32.0	2.0	1.0	1.0	3
NA18934	YRI	African	0.006646	37.0	0.0	3.0	0.0	3
NA18935	UNKNOWN	Other	0.007383	39.0	2.0	3.0	0.5	3
NA18939	JPT	East_Asian	0.010343	14.0	0.0	2.0	0.0	4
NA18940	JPT	East_Asian	0.004795	17.0	0.0	0.0	0.0	2
NA18941	JPT	East_Asian	0.010405	13.0	0.0	2.0	0.0	4
NA18942	JPT	East_Asian	0.010449	14.0	0.0	1.0	0.0	4
NA18943	JPT	East_Asian	0.006592	11.0	0.0	0.0	0.0	3
NA18944	JPT	East_Asian	0.01466	18.0	0.0	0.0	0.0	4
NA18945	JPT	East_Asian	0.007874	29.0	0.0	2.0	0.0	3
NA18946	JPT	East_Asian	0.010501	34.0	1.0	2.0	0.3333	4
NA18947	JPT	East_Asian	0.005644	17.0	0.0	1.0	0.0	3
NA18948	JPT	East_Asian	0.006785	9.0	0.0	1.0	0.0	3
NA18949	JPT	East_Asian	0.008637	20.0	0.0	2.0	0.0	4
NA18950	JPT	East_Asian	0.011152	21.0	1.0	2.0	0.3333	4
NA18951	JPT	East_Asian	0.009944	9.0	0.0	0.0	0.0	4
NA18952	JPT	East_Asian	0.005316	14.0	0.0	0.0	0.0	3
NA18953	JPT	East_Asian	0.008262	22.0	1.0	6.0	0.1429	3
NA18954	JPT	East_Asian	0.008501	14.0	0.0	0.0	0.0	3
NA18956	JPT	East_Asian	0.010374	15.0	0.0	1.0	0.0	4
NA18957	JPT	East_Asian	0.011709	19.0	0.0	0.0	0.0	4
NA18959	JPT	East_Asian	0.005738	8.0	1.0	1.0	0.5	3
NA18960	JPT	East_Asian	0.005044	11.0	0.0	1.0	0.0	3
NA18961	JPT	East_Asian	0.011818	26.0	1.0	1.0	0.5	4
NA18962	JPT	East_Asian	0.00406	16.0	0.0	2.0	0.0	2
NA18963	JPT	East_Asian	0.007505	17.0	0.0	2.0	0.0	3
NA18964	JPT	East_Asian	0.007867	28.0	0.0	2.0	0.0	3
NA18965	JPT	East_Asian	0.006072	21.0	0.0	1.0	0.0	3
NA18966	JPT	East_Asian	0.003665	22.0	0.0	2.0	0.0	2
NA18967	JPT	East_Asian	0.010074	12.0	0.0	0.0	0.0	4
NA18968	JPT	East_Asian	0.004714	11.0	0.0	3.0	0.0	2
NA18969	JPT	East_Asian	0.010304	20.0	0.0	1.0	0.0	4
NA18970	JPT	East_Asian	0.007344	9.0	0.0	0.0	0.0	3
NA18971	JPT	East_Asian	0.011275	21.0	0.0	0.0	0.0	4
NA18972	JPT	East_Asian	0.013269	22.0	0.0	1.0	0.0	4
NA18973	JPT	East_Asian	0.006588	14.0	1.0	0.0	1.0	3
NA18974	JPT	East_Asian	0.013424	22.0	0.0	2.0	0.0	4
NA18975	JPT	East_Asian	0.009823	13.0	1.0	1.0	0.5	4
NA18976	JPT	East_Asian	0.007195	24.0	1.0	2.0	0.3333	3
NA18977	JPT	East_Asian	0.011269	11.0	0.0	0.0	0.0	4
NA18978	JPT	East_Asian	0.006993	25.0	0.0	2.0	0.0	3
NA18979	JPT	East_Asian	0.009991	18.0	0.0	3.0	0.0	4
NA18980	JPT	East_Asian	0.010921	22.0	0.0	3.0	0.0	4
NA18981	JPT	East_Asian	0.0096	17.0	0.0	3.0	0.0	4
NA18982	JPT	East_Asian	0.009031	27.0	0.0	3.0	0.0	4
NA18983	JPT	East_Asian	0.00849	14.0	1.0	0.0	1.0	3
NA18984	JPT	East_Asian	0.050055	15.0	0.0	0.0	0.0	4
NA18985	JPT	East_Asian	0.012278	16.0	0.0	2.0	0.0	4
NA18986	JPT	East_Asian	0.009496	11.0	0.0	0.0	0.0	4
NA18987	JPT	East_Asian	0.058416	15.0	0.0	1.0	0.0	4
NA18988	JPT	East_Asian	0.008428	15.0	0.0	0.0	0.0	3
NA18989	JPT	East_Asian	0.011631	20.0	0.0	1.0	0.0	4
NA18990	JPT	East_Asian	0.006718	14.0	1.0	0.0	1.0	3
NA18991	JPT	East_Asian	0.007906	12.0	0.0	0.0	0.0	3
NA18992	JPT	East_Asian	0.063115	24.0	0.0	4.0	0.0	4
NA18993	JPT	East_Asian	0.006423	24.0	0.0	1.0	0.0	3
NA18994	JPT	East_Asian	0.010252	14.0	0.0	0.0	0.0	4
NA18995	JPT	East_Asian	0.010351	17.0	0.0	0.0	0.0	4
NA18997	JPT	East_Asian	0.011133	27.0	0.0	1.0	0.0	4
NA18998	JPT	East_Asian	0.005485	16.0	1.0	2.0	0.3333	3
NA18999	JPT	East_Asian	0.00821	12.0	0.0	1.0	0.0	3
NA19000	JPT	East_Asian	0.007513	19.0	1.0	1.0	0.5	3
NA19001	JPT	East_Asian	0.008085	18.0	0.0	1.0	0.0	3
NA19002	JPT	East_Asian	0.008699	10.0	0.0	1.0	0.0	4
NA19003	JPT	East_Asian	0.008302	13.0	0.0	0.0	0.0	3
NA19004	JPT	East_Asian	0.006228	12.0	0.0	1.0	0.0	3
NA19005	JPT	East_Asian	0.005319	18.0	1.0	3.0	0.25	3
NA19006	JPT	East_Asian	0.005722	11.0	0.0	0.0	0.0	3
NA19007	JPT	East_Asian	0.003769	20.0	1.0	3.0	0.25	2
NA19009	JPT	East_Asian	0.005933	21.0	0.0	3.0	0.0	3
NA19010	JPT	East_Asian	0.00316	17.0	0.0	0.0	0.0	2
NA19011	JPT	East_Asian	0.004136	21.0	0.0	0.0	0.0	2
NA19012	JPT	East_Asian	0.021682	19.0	0.0	1.0	0.0	4
NA19017	LWK	African	0.004306	35.0	0.0	4.0	0.0	2
NA19019	LWK	African	0.0117	37.0	0.0	2.0	0.0	4
NA19020	LWK	African	0.006196	41.0	0.0	0.0	0.0	3
NA19023	LWK	African	0.0063	34.0	1.0	2.0	0.3333	3
NA19024	LWK	African	0.004771	32.0	0.0	0.0	0.0	2
NA19025	LWK	African	0.010681	45.0	1.0	1.0	0.5	4
NA19026	LWK	African	0.008177	43.0	0.0	2.0	0.0	3
NA19027	LWK	African	0.009019	31.0	1.0	0.0	1.0	4
NA19028	LWK	African	0.00165	50.0	0.0	4.0	0.0	1
NA19030	LWK	African	0.004698	42.0	0.0	3.0	0.0	2
NA19031	LWK	African	0.009982	27.0	0.0	0.0	0.0	4
NA19035	LWK	African	0.006454	32.0	0.0	1.0	0.0	3
NA19036	LWK	African	0.004136	51.0	1.0	4.0	0.2	2
NA19037	LWK	African	0.005563	48.0	0.0	3.0	0.0	3
NA19038	LWK	African	0.010719	33.0	0.0	3.0	0.0	4
NA19041	LWK	African	0.004365	34.0	2.0	2.0	0.6667	2
NA19042	LWK	African	0.002867	39.0	2.0	0.0	2.0	2
NA19043	LWK	African	0.003018	34.0	0.0	2.0	0.0	2
NA19054	JPT	East_Asian	0.002545	21.0	0.0	0.0	0.0	2
NA19055	JPT	East_Asian	0.002215	17.0	0.0	3.0	0.0	1
NA19056	JPT	East_Asian	0.002989	12.0	0.0	0.0	0.0	2
NA19057	JPT	East_Asian	0.003838	8.0	0.0	2.0	0.0	2
NA19058	JPT	East_Asian	0.003628	16.0	0.0	1.0	0.0	2
NA19059	JPT	East_Asian	0.003223	18.0	1.0	1.0	0.5	2
NA19060	JPT	East_Asian	0.002202	10.0	0.0	0.0	0.0	1
NA19062	JPT	East_Asian	0.00203	10.0	0.0	0.0	0.0	1
NA19063	JPT	East_Asian	0.00359	22.0	0.0	1.0	0.0	2
NA19064	JPT	East_Asian	0.002134	27.0	0.0	2.0	0.0	1
NA19065	JPT	East_Asian	0.001782	15.0	1.0	0.0	1.0	1
NA19066	JPT	East_Asian	0.000752	19.0	0.0	1.0	0.0	1
NA19067	JPT	East_Asian	0.001475	21.0	0.0	2.0	0.0	1
NA19068	JPT	East_Asian	0.0004	24.0	1.0	0.0	1.0	1
NA19070	JPT	East_Asian	0.002997	16.0	1.0	0.0	1.0	2
NA19072	JPT	East_Asian	0.0013	28.0	0.0	2.0	0.0	1
NA19074	JPT	East_Asian	0.000877	8.0	0.0	1.0	0.0	1
NA19075	JPT	East_Asian	0.001535	13.0	0.0	0.0	0.0	1
NA19076	JPT	East_Asian	0.00284	8.0	0.0	1.0	0.0	2
NA19077	JPT	East_Asian	0.000795	20.0	0.0	2.0	0.0	1
NA19078	JPT	East_Asian	0.001654	17.0	0.0	2.0	0.0	1
NA19079	JPT	East_Asian	0.002279	10.0	0.0	1.0	0.0	1
NA19080	JPT	East_Asian	0.001145	10.0	0.0	1.0	0.0	1
NA19081	JPT	East_Asian	0.001608	16.0	0.0	0.0	0.0	1
NA19082	JPT	East_Asian	0.001196	11.0	0.0	1.0	0.0	1
NA19083	JPT	East_Asian	0.000773	20.0	0.0	2.0	0.0	1
NA19084	JPT	East_Asian	0.004877	21.0	2.0	0.0	2.0	2
NA19085	JPT	East_Asian	0.001793	14.0	0.0	1.0	0.0	1
NA19086	JPT	East_Asian	0.00158	20.0	0.0	1.0	0.0	1
NA19087	JPT	East_Asian	0.00064	26.0	0.0	5.0	0.0	1
NA19088	JPT	East_Asian	0.000854	16.0	0.0	0.0	0.0	1
NA19089	JPT	East_Asian	0.004877	23.0	0.0	5.0	0.0	2
NA19090	JPT	East_Asian	0.000368	28.0	1.0	2.0	0.3333	1
NA19091	JPT	East_Asian	0.002115	30.0	1.0	4.0	0.2	1
NA19092	YRI	African	0.005801	25.0	2.0	3.0	0.5	3
NA19093	YRI	African	0.005444	27.0	0.0	0.0	0.0	3
NA19094	UNKNOWN	Other	0.003984	30.0	1.0	0.0	1.0	2
NA19095	YRI	African	0.008202	33.0	1.0	2.0	0.3333	3
NA19096	YRI	African	0.00751	33.0	0.0	0.0	0.0	3
NA19097	UNKNOWN	Other	0.006713	26.0	1.0	2.0	0.3333	3
NA19098	YRI	African	0.003831	24.0	0.0	6.0	0.0	2
NA19099	YRI	African	0.004881	22.0	0.0	2.0	0.0	3
NA19100	UNKNOWN	Other	0.001933	17.0	0.0	4.0	0.0	1
NA19101	UNKNOWN	Other	0.004988	35.0	0.0	0.0	0.0	3
NA19102	YRI	African	0.004709	29.0	0.0	1.0	0.0	2
NA19103	UNKNOWN	Other	0.002857	30.0	0.0	1.0	0.0	2
NA19107	YRI	African	0.007778	25.0	1.0	0.0	1.0	3
NA19108	YRI	African	0.003393	25.0	0.0	0.0	0.0	2
NA19109	UNKNOWN	Other	0.002439	27.0	1.0	0.0	1.0	2
NA19113	YRI	African	0.014312	36.0	1.0	0.0	1.0	4
NA19114	YRI	African	0.004636	26.0	0.0	1.0	0.0	2
NA19115	UNKNOWN	Other	0.003571	22.0	0.0	0.0	0.0	2
NA19116	YRI	African	0.002504	28.0	1.0	0.0	1.0	2
NA19117	YRI	African	0.001319	25.0	0.0	1.0	0.0	1
NA19118	YRI	African	0.003455	51.0	1.0	2.0	0.3333	2
NA19119	YRI	African	0.003924	41.0	0.0	6.0	0.0	2
NA19120	UNKNOWN	Other	0.001768	28.0	1.0	3.0	0.25	1
NA19121	YRI	African	0.003606	42.0	3.0	5.0	0.5	2
NA19122	UNKNOWN	Other	0.00241	43.0	1.0	4.0	0.2	2
NA19123	UNKNOWN	Other	0.004708	34.0	1.0	5.0	0.1667	2
NA19127	UNKNOWN	Other	0.002226	28.0	0.0	1.0	0.0	1
NA19128	UNKNOWN	Other	0.002254	36.0	0.0	2.0	0.0	1
NA19129	YRI	African	0.004114	24.0	0.0	1.0	0.0	2
NA19130	YRI	African	0.003189	22.0	0.0	0.0	0.0	2
NA19131	YRI	African	0.001452	34.0	0.0	3.0	0.0	1
NA19132	UNKNOWN	Other	0.002528	21.0	0.0	2.0	0.0	2
NA19137	YRI	African	0.004084	30.0	0.0	3.0	0.0	2
NA19138	YRI	African	0.003635	25.0	0.0	2.0	0.0	2
NA19139	UNKNOWN	Other	0.000826	25.0	0.0	4.0	0.0	1
NA19140	UNKNOWN	Other	0.006686	30.0	0.0	1.0	0.0	3
NA19141	YRI	African	0.005865	33.0	0.0	2.0	0.0	3
NA19142	UNKNOWN	Other	0.002224	25.0	0.0	2.0	0.0	1
NA19143	YRI	African	0.001391	34.0	0.0	2.0	0.0	1
NA19144	YRI	African	0.000401	31.0	0.0	2.0	0.0	1
NA19145	UNKNOWN	Other	0.003921	32.0	0.0	2.0	0.0	2
NA19146	YRI	African	0.00184	25.0	0.0	1.0	0.0	1
NA19147	YRI	African	0.003682	37.0	1.0	1.0	0.5	2
NA19148	UNKNOWN	Other	0.002341	29.0	0.0	2.0	0.0	1
NA19149	YRI	African	0.005415	30.0	1.0	1.0	0.5	3
NA19150	UNKNOWN	Other	0.000472	31.0	0.0	1.0	0.0	1
NA19151	UNKNOWN	Other	0.002483	27.0	1.0	0.0	1.0	2
NA19152	YRI	African	0.004877	37.0	1.0	1.0	0.5	2
NA19153	YRI	African	0.006507	44.0	1.0	5.0	0.1667	3
NA19154	UNKNOWN	Other	0.000995	37.0	2.0	3.0	0.5	1
NA19159	YRI	African	0.001994	44.0	0.0	3.0	0.0	1
NA19160	YRI	African	0.001551	35.0	1.0	1.0	0.5	1
NA19161	UNKNOWN	Other	0.00321	27.0	1.0	0.0	1.0	2
NA19171	YRI	African	0.001311	31.0	0.0	0.0	0.0	1
NA19172	YRI	African	0.003552	43.0	1.0	5.0	0.1667	2
NA19173	UNKNOWN	Other	0.001247	37.0	1.0	1.0	0.5	1
NA19174	UNKNOWN	Other	0.001096	25.0	1.0	2.0	0.3333	1
NA19175	YRI	African	0.000742	28.0	1.0	4.0	0.2	1
NA19176	UNKNOWN	Other	0.001803	31.0	0.0	1.0	0.0	1
NA19177	UNKNOWN	Other	0.001564	26.0	0.0	4.0	0.0	1
NA19184	YRI	African	0.001918	38.0	0.0	1.0	0.0	1
